Pressure (mbar),Distance Cycle 1 (mm),Distance Cycle 2 (mm),Distance Cycle 3 (mm),Distance Cycle 4 (mm),Distance Cycle 5 (mm),Load Cycle 1 (kg),Load Cycle 2 (kg),Load Cycle 3 (kg),Load Cycle 4 (kg),Load Cycle 5 (kg)
6000.0,208.0,208.0,208.0,208.0,208.0,43.01732925586136,43.11926605504587,43.01732925586136,43.32313965341488,43.11926605504587
5900.0,208.0,208.0,208.0,208.0,208.0,43.01732925586136,43.01732925586136,43.32313965341488,43.22120285423038,43.11926605504587
5800.0,209.0,208.0,208.0,208.0,208.0,43.11926605504587,43.22120285423038,43.01732925586136,43.22120285423038,43.11926605504587
5700.0,208.0,208.0,208.0,208.0,208.0,42.60958205912334,42.813455657492355,42.71151885830785,42.813455657492355,42.71151885830785
5600.0,206.0,206.0,206.0,206.0,206.0,42.813455657492355,42.60958205912334,42.813455657492355,42.915392456676855,42.813455657492355
5500.0,204.0,204.0,204.0,204.0,204.0,42.71151885830785,42.813455657492355,42.60958205912334,42.60958205912334,42.71151885830785
5400.0,202.0,202.0,202.0,202.0,202.0,42.60958205912334,42.71151885830785,42.813455657492355,42.60958205912334,42.813455657492355
5300.0,200.0,199.0,199.0,199.0,199.0,42.71151885830785,42.813455657492355,42.71151885830785,42.60958205912334,42.71151885830785
5200.0,197.0,197.0,197.0,197.0,197.0,42.813455657492355,42.71151885830785,42.50764525993883,42.71151885830785,42.813455657492355
5100.0,195.0,195.0,195.0,195.0,195.0,42.71151885830785,42.71151885830785,42.60958205912334,42.60958205912334,42.813455657492355
5000.0,192.0,192.0,192.0,192.0,192.0,42.60958205912334,42.50764525993883,42.71151885830785,42.71151885830785,42.60958205912334
4900.0,190.0,190.0,190.0,190.0,190.0,42.71151885830785,42.71151885830785,42.71151885830785,42.71151885830785,42.813455657492355
4800.0,187.0,187.0,187.0,187.0,187.0,42.60958205912334,42.71151885830785,42.813455657492355,42.60958205912334,42.71151885830785
4700.0,184.0,184.0,184.0,184.0,184.0,42.50764525993883,42.71151885830785,42.60958205912334,42.813455657492355,42.60958205912334
4600.0,181.0,181.0,181.0,181.0,181.0,42.60958205912334,42.71151885830785,42.71151885830785,42.813455657492355,42.71151885830785
4500.0,178.0,178.0,178.0,178.0,178.0,42.915392456676855,42.60958205912334,42.71151885830785,42.915392456676855,42.813455657492355
4400.0,175.0,175.0,175.0,175.0,175.0,42.813455657492355,42.71151885830785,42.60958205912334,42.60958205912334,42.60958205912334
4300.0,171.0,172.0,171.0,172.0,172.0,42.813455657492355,42.71151885830785,42.71151885830785,42.71151885830785,42.71151885830785
4200.0,168.0,168.0,168.0,168.0,168.0,42.60958205912334,42.71151885830785,42.60958205912334,42.915392456676855,42.71151885830785
